sentence_number,start,end,text,words,speaker
13,51.567,53.168,But it is a medieval version.,"[{'word': 'But', 'start': 51.567, 'end': 51.748, 'score': 0.833, 'speaker': 'SPEAKER_00'}, {'word': 'it', 'start': 51.828, 'end': 51.888, 'score': 0.992, 'speaker': 'SPEAKER_00'}, {'word': 'is', 'start': 51.968, 'end': 52.048, 'score': 0.664, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 52.108, 'end': 52.188, 'score': 0.629, 'speaker': 'SPEAKER_00'}, {'word': 'medieval', 'start': 52.408, 'end': 52.828, 'score': 0.788, 'speaker': 'SPEAKER_00'}, {'word': 'version.', 'start': 52.868, 'end': 53.168, 'score': 0.933, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
14,54.195,55.015,For some reason.,"[{'word': 'For', 'start': 54.195, 'end': 54.295, 'score': 0.993, 'speaker': 'SPEAKER_00'}, {'word': 'some', 'start': 54.375, 'end': 54.595, 'score': 0.899, 'speaker': 'SPEAKER_00'}, {'word': 'reason.', 'start': 54.635, 'end': 55.015, 'score': 0.821, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
15,56.336,57.157,What's different about it?,"[{'word': ""What's"", 'start': 56.336, 'end': 56.536, 'score': 0.884, 'speaker': 'SPEAKER_00'}, {'word': 'different', 'start': 56.576, 'end': 56.837, 'score': 0.938, 'speaker': 'SPEAKER_00'}, {'word': 'about', 'start': 56.877, 'end': 57.077, 'score': 0.904, 'speaker': 'SPEAKER_00'}, {'word': 'it?', 'start': 57.117, 'end': 57.157, 'score': 0.98, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
16,57.297,76.428,"It has a new look with old English font, new graphics, a new colorway that's brown or beige, and best of all, it's filled with preloaded samples of instruments like the hurdy gurdy, harps, trumpets, Gregorian chants, torture chamber reverb, and even sound effects like swords, animals, and a dragon.","[{'word': 'It', 'start': 57.297, 'end': 57.357, 'score': 0.883, 'speaker': 'SPEAKER_00'}, {'word': 'has', 'start': 57.397, 'end': 57.617, 'score': 0.67, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 57.657, 'end': 57.697, 'score': 0.501, 'speaker': 'SPEAKER_00'}, {'word': 'new', 'start': 57.737, 'end': 57.897, 'score': 0.808, 'speaker': 'SPEAKER_00'}, {'word': 'look', 'start': 57.917, 'end': 58.137, 'score': 0.537, 'speaker': 'SPEAKER_00'}, {'word': 'with', 'start': 58.397, 'end': 58.558, 'score': 0.84, 'speaker': 'SPEAKER_00'}, {'word': 'old', 'start': 58.718, 'end': 58.878, 'score': 0.773, 'speaker': 'SPEAKER_00'}, {'word': 'English', 'start': 58.958, 'end': 59.238, 'score': 0.855, 'speaker': 'SPEAKER_00'}, {'word': 'font,', 'start': 59.278, 'end': 59.518, 'score': 0.86, 'speaker': 'SPEAKER_00'}, {'word': 'new', 'start': 59.838, 'end': 59.958, 'score': 0.974, 'speaker': 'SPEAKER_00'}, {'word': 'graphics,', 'start': 59.998, 'end': 60.499, 'score': 0.878, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 61.179, 'end': 61.219, 'score': 0.992, 'speaker': 'SPEAKER_00'}, {'word': 'new', 'start': 61.299, 'end': 61.459, 'score': 0.872, 'speaker': 'SPEAKER_00'}, {'word': 'colorway', 'start': 61.519, 'end': 61.999, 'score': 0.793, 'speaker': 'SPEAKER_00'}, {'word': ""that's"", 'start': 62.06, 'end': 62.26, 'score': 0.813, 'speaker': 'SPEAKER_00'}, {'word': 'brown', 'start': 62.36, 'end': 62.58, 'score': 0.839, 'speaker': 'SPEAKER_00'}, {'word': 'or', 'start': 62.62, 'end': 62.7, 'score': 0.746, 'speaker': 'SPEAKER_00'}, {'word': 'beige,', 'start': 62.74, 'end': 63.04, 'score': 0.643, 'speaker': 'SPEAKER_00'}, {'word': 'and', 'start': 63.74, 'end': 63.821, 'score': 0.903, 'speaker': 'SPEAKER_00'}, {'word': 'best', 'start': 63.881, 'end': 64.101, 'score': 0.824, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 64.121, 'end': 64.181, 'score': 0.753, 'speaker': 'SPEAKER_00'}, {'word': 'all,', 'start': 64.261, 'end': 64.401, 'score': 0.626, 'speaker': 'SPEAKER_00'}, {'word': ""it's"", 'start': 64.501, 'end': 64.621, 'score': 0.775, 'speaker': 'SPEAKER_00'}, {'word': 'filled', 'start': 64.681, 'end': 64.921, 'score': 0.889, 'speaker': 'SPEAKER_00'}, {'word': 'with', 'start': 64.961, 'end': 65.121, 'score': 0.314, 'speaker': 'SPEAKER_00'}, {'word': 'preloaded', 'start': 65.141, 'end': 65.722, 'score': 0.807, 'speaker': 'SPEAKER_00'}, {'word': 'samples', 'start': 65.802, 'end': 66.202, 'score': 0.866, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 66.242, 'end': 66.302, 'score': 0.75, 'speaker': 'SPEAKER_00'}, {'word': 'instruments', 'start': 66.522, 'end': 67.022, 'score': 0.715, 'speaker': 'SPEAKER_00'}, {'word': 'like', 'start': 67.122, 'end': 67.302, 'score': 0.833, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 67.343, 'end': 67.423, 'score': 0.851, 'speaker': 'SPEAKER_00'}, {'word': 'hurdy', 'start': 67.463, 'end': 67.743, 'score': 0.854, 'speaker': 'SPEAKER_00'}, {'word': 'gurdy,', 'start': 67.763, 'end': 68.803, 'score': 0.756, 'speaker': 'SPEAKER_00'}, {'word': 'harps,', 'start': 68.943, 'end': 69.284, 'score': 0.76, 'speaker': 'SPEAKER_00'}, {'word': 'trumpets,', 'start': 69.584, 'end': 70.064, 'score': 0.902, 'speaker': 'SPEAKER_00'}, {'word': 'Gregorian', 'start': 70.304, 'end': 70.824, 'score': 0.874, 'speaker': 'SPEAKER_00'}, {'word': 'chants,', 'start': 70.885, 'end': 71.245, 'score': 0.949, 'speaker': 'SPEAKER_00'}, {'word': 'torture', 'start': 71.405, 'end': 71.885, 'score': 0.593, 'speaker': 'SPEAKER_00'}, {'word': 'chamber', 'start': 71.925, 'end': 72.285, 'score': 0.84, 'speaker': 'SPEAKER_00'}, {'word': 'reverb,', 'start': 72.325, 'end': 72.786, 'score': 0.823, 'speaker': 'SPEAKER_00'}, {'word': 'and', 'start': 73.286, 'end': 73.386, 'score': 0.712, 'speaker': 'SPEAKER_00'}, {'word': 'even', 'start': 73.486, 'end': 73.666, 'score': 0.921, 'speaker': 'SPEAKER_00'}, {'word': 'sound', 'start': 73.706, 'end': 73.906, 'score': 0.919, 'speaker': 'SPEAKER_00'}, {'word': 'effects', 'start': 73.946, 'end': 74.186, 'score': 0.855, 'speaker': 'SPEAKER_00'}, {'word': 'like', 'start': 74.226, 'end': 74.387, 'score': 0.816, 'speaker': 'SPEAKER_00'}, {'word': 'swords,', 'start': 74.547, 'end': 74.907, 'score': 0.824, 'speaker': 'SPEAKER_00'}, {'word': 'animals,', 'start': 75.107, 'end': 75.447, 'score': 0.779, 'speaker': 'SPEAKER_00'}, {'word': 'and', 'start': 75.667, 'end': 75.807, 'score': 0.719, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 75.827, 'end': 75.847, 'score': 0.0, 'speaker': 'SPEAKER_00'}, {'word': 'dragon.', 'start': 76.067, 'end': 76.428, 'score': 0.939, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
17,77.068,79.27,I think we should let the Swedish do anything they want.,"[{'word': 'I', 'start': 77.068, 'end': 77.128, 'score': 0.897, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 77.148, 'end': 77.268, 'score': 0.9, 'speaker': 'SPEAKER_01'}, {'word': 'we', 'start': 77.308, 'end': 77.368, 'score': 0.973, 'speaker': 'SPEAKER_01'}, {'word': 'should', 'start': 77.408, 'end': 77.548, 'score': 0.946, 'speaker': 'SPEAKER_01'}, {'word': 'let', 'start': 77.588, 'end': 77.709, 'score': 0.832, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 77.729, 'end': 77.829, 'score': 0.882, 'speaker': 'SPEAKER_01'}, {'word': 'Swedish', 'start': 77.889, 'end': 78.249, 'score': 0.897, 'speaker': 'SPEAKER_01'}, {'word': 'do', 'start': 78.309, 'end': 78.429, 'score': 0.86, 'speaker': 'SPEAKER_01'}, {'word': 'anything', 'start': 78.569, 'end': 78.869, 'score': 0.792, 'speaker': 'SPEAKER_01'}, {'word': 'they', 'start': 78.909, 'end': 79.009, 'score': 0.922, 'speaker': 'SPEAKER_01'}, {'word': 'want.', 'start': 79.05, 'end': 79.27, 'score': 0.8, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
18,79.53,83.052,Can I ask a sound question?,"[{'word': 'Can', 'start': 79.53, 'end': 79.69, 'score': 0.633, 'speaker': 'SPEAKER_00'}, {'word': 'I', 'start': 79.93, 'end': 80.03, 'score': 0.57, 'speaker': 'SPEAKER_00'}, {'word': 'ask', 'start': 82.092, 'end': 82.232, 'score': 0.799, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 82.292, 'end': 82.352, 'score': 0.211, 'speaker': 'SPEAKER_02'}, {'word': 'sound', 'start': 82.372, 'end': 82.612, 'score': 0.948, 'speaker': 'SPEAKER_02'}, {'word': 'question?', 'start': 82.652, 'end': 83.052, 'score': 0.899, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
19,83.493,83.733,Sure.,"[{'word': 'Sure.', 'start': 83.493, 'end': 83.733, 'score': 0.781, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
20,83.993,86.495,Why is it not called the Midi-val?,"[{'word': 'Why', 'start': 83.993, 'end': 84.413, 'score': 0.44, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 84.454, 'end': 84.534, 'score': 0.288, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 84.594, 'end': 84.654, 'score': 0.124, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 84.694, 'end': 84.834, 'score': 0.73, 'speaker': 'SPEAKER_01'}, {'word': 'called', 'start': 84.854, 'end': 85.034, 'score': 0.238, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 85.054, 'end': 85.194, 'score': 0.553, 'speaker': 'SPEAKER_01'}, {'word': 'Midi-val?', 'start': 85.774, 'end': 86.495, 'score': 0.555, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
21,87.035,88.376,The Midi-val.,"[{'word': 'The', 'start': 87.035, 'end': 87.135, 'score': 0.975, 'speaker': 'SPEAKER_00'}, {'word': 'Midi-val.', 'start': 87.176, 'end': 88.376, 'score': 0.721, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
22,88.436,89.837,Why is it not M-I-D-I-E?,"[{'word': 'Why', 'start': 88.436, 'end': 88.597, 'score': 0.953, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 88.617, 'end': 88.677, 'score': 0.374, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 88.697, 'end': 88.777, 'score': 0.319, 'speaker': 'SPEAKER_02'}, {'word': 'not', 'start': 88.797, 'end': 88.937, 'score': 0.808, 'speaker': 'SPEAKER_00'}, {'word': 'M-I-D-I-E?', 'start': 89.117, 'end': 89.837, 'score': 0.834, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
23,89.878,91.639,That would be fantastic.,"[{'word': 'That', 'start': 89.878, 'end': 89.998, 'score': 0.381, 'speaker': 'SPEAKER_00'}, {'word': 'would', 'start': 90.038, 'end': 90.178, 'score': 0.717, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 90.198, 'end': 90.318, 'score': 0.837, 'speaker': 'SPEAKER_00'}, {'word': 'fantastic.', 'start': 90.358, 'end': 91.639, 'score': 0.828, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
24,91.859,93.94,Do you guys want to hear some of the sounds that it has?,"[{'word': 'Do', 'start': 91.859, 'end': 91.919, 'score': 0.832, 'speaker': 'SPEAKER_00'}, {'word': 'you', 'start': 91.939, 'end': 91.999, 'score': 0.971, 'speaker': 'SPEAKER_00'}, {'word': 'guys', 'start': 92.019, 'end': 92.179, 'score': 0.44, 'speaker': 'SPEAKER_00'}, {'word': 'want', 'start': 92.199, 'end': 92.319, 'score': 0.728, 'speaker': 'SPEAKER_00'}, {'word': 'to', 'start': 92.339, 'end': 92.419, 'score': 0.822, 'speaker': 'SPEAKER_00'}, {'word': 'hear', 'start': 92.479, 'end': 92.72, 'score': 0.753, 'speaker': 'SPEAKER_00'}, {'word': 'some', 'start': 92.8, 'end': 92.94, 'score': 0.763, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 92.98, 'end': 93.04, 'score': 0.749, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 93.06, 'end': 93.16, 'score': 0.677, 'speaker': 'SPEAKER_00'}, {'word': 'sounds', 'start': 93.18, 'end': 93.44, 'score': 0.838, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 93.46, 'end': 93.6, 'score': 0.627, 'speaker': 'SPEAKER_00'}, {'word': 'it', 'start': 93.62, 'end': 93.7, 'score': 0.683, 'speaker': 'SPEAKER_00'}, {'word': 'has?', 'start': 93.72, 'end': 93.94, 'score': 0.961, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
25,94.141,94.961,Teenage engineering.,"[{'word': 'Teenage', 'start': 94.141, 'end': 94.421, 'score': 0.388, 'speaker': 'SPEAKER_02'}, {'word': 'engineering.', 'start': 94.481, 'end': 94.961, 'score': 0.514, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
26,95.181,97.343,I will take the partnership on that.,"[{'word': 'I', 'start': 95.181, 'end': 95.281, 'score': 0.859, 'speaker': 'SPEAKER_02'}, {'word': 'will', 'start': 95.362, 'end': 95.582, 'score': 0.893, 'speaker': 'SPEAKER_02'}, {'word': 'take', 'start': 95.602, 'end': 95.822, 'score': 0.44, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 95.842, 'end': 95.982, 'score': 0.28, 'speaker': 'SPEAKER_00'}, {'word': 'partnership', 'start': 96.062, 'end': 97.003, 'score': 0.525, 'speaker': 'SPEAKER_00'}, {'word': 'on', 'start': 97.063, 'end': 97.143, 'score': 0.922, 'speaker': 'SPEAKER_00'}, {'word': 'that.', 'start': 97.183, 'end': 97.343, 'score': 0.905, 'speaker': 'SPEAKER_00'}]",SPEAKER_02
27,97.383,98.904,But it has special sounds?,"[{'word': 'But', 'start': 97.383, 'end': 97.463, 'score': 0.167, 'speaker': 'SPEAKER_00'}, {'word': 'it', 'start': 97.483, 'end': 97.583, 'score': 0.358, 'speaker': 'SPEAKER_00'}, {'word': 'has', 'start': 97.623, 'end': 97.863, 'score': 0.798, 'speaker': 'SPEAKER_01'}, {'word': 'special', 'start': 98.164, 'end': 98.504, 'score': 0.919, 'speaker': 'SPEAKER_01'}, {'word': 'sounds?', 'start': 98.544, 'end': 98.904, 'score': 0.845, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
28,99.124,99.304,Yeah.,"[{'word': 'Yeah.', 'start': 99.124, 'end': 99.304, 'score': 0.618, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
29,99.565,100.645,It's got sword fighting.,"[{'word': ""It's"", 'start': 99.565, 'end': 99.685, 'score': 0.447, 'speaker': 'SPEAKER_01'}, {'word': 'got', 'start': 99.705, 'end': 99.885, 'score': 0.479, 'speaker': 'SPEAKER_02'}, {'word': 'sword', 'start': 100.005, 'end': 100.285, 'score': 0.817, 'speaker': 'SPEAKER_02'}, {'word': 'fighting.', 'start': 100.325, 'end': 100.645, 'score': 0.863, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
30,100.926,101.186,Really?,"[{'word': 'Really?', 'start': 100.926, 'end': 101.186, 'score': 0.548, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
31,103.247,105.269,This is a beat made with this device.,"[{'word': 'This', 'start': 103.247, 'end': 103.387, 'score': 0.818, 'speaker': 'SPEAKER_00'}, {'word': 'is', 'start': 103.427, 'end': 103.508, 'score': 0.685, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 103.588, 'end': 103.608, 'score': 0.647, 'speaker': 'SPEAKER_00'}, {'word': 'beat', 'start': 103.648, 'end': 103.868, 'score': 0.963, 'speaker': 'SPEAKER_00'}, {'word': 'made', 'start': 103.928, 'end': 104.268, 'score': 0.754, 'speaker': 'SPEAKER_00'}, {'word': 'with', 'start': 104.588, 'end': 104.748, 'score': 0.738, 'speaker': 'SPEAKER_00'}, {'word': 'this', 'start': 104.788, 'end': 104.929, 'score': 0.826, 'speaker': 'SPEAKER_00'}, {'word': 'device.', 'start': 104.969, 'end': 105.269, 'score': 0.973, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
32,109.434,109.774,That's one.,"[{'word': ""That's"", 'start': 109.434, 'end': 109.634, 'score': 0.717, 'speaker': 'SPEAKER_00'}, {'word': 'one.', 'start': 109.694, 'end': 109.774, 'score': 0.942, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
33,109.794,110.795,This is another one.,"[{'word': 'This', 'start': 109.794, 'end': 109.874, 'score': 0.008, 'speaker': 'SPEAKER_00'}, {'word': 'is', 'start': 110.274, 'end': 110.355, 'score': 0.647, 'speaker': 'SPEAKER_00'}, {'word': 'another', 'start': 110.395, 'end': 110.615, 'score': 0.881, 'speaker': 'SPEAKER_00'}, {'word': 'one.', 'start': 110.675, 'end': 110.795, 'score': 0.741, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
34,117.198,117.518,All right.,"[{'word': 'All', 'start': 117.198, 'end': 117.318, 'score': 0.598, 'speaker': 'SPEAKER_01'}, {'word': 'right.', 'start': 117.358, 'end': 117.518, 'score': 0.873, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
35,118.079,121.16,"Honestly, I feel like this is like half of indie game music.","[{'word': 'Honestly,', 'start': 118.079, 'end': 118.539, 'score': 0.934, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 118.559, 'end': 118.579, 'score': 0.001, 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': 118.599, 'end': 118.979, 'score': 0.443, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 118.999, 'end': 119.179, 'score': 0.541, 'speaker': 'SPEAKER_01'}, {'word': 'this', 'start': 119.199, 'end': 119.319, 'score': 0.286, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 119.339, 'end': 119.419, 'score': 0.16, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 119.54, 'end': 119.74, 'score': 0.29, 'speaker': 'SPEAKER_01'}, {'word': 'half', 'start': 119.8, 'end': 120.02, 'score': 0.921, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 120.06, 'end': 120.1, 'score': 0.988, 'speaker': 'SPEAKER_01'}, {'word': 'indie', 'start': 120.12, 'end': 120.46, 'score': 0.306, 'speaker': 'SPEAKER_01'}, {'word': 'game', 'start': 120.48, 'end': 120.7, 'score': 0.869, 'speaker': 'SPEAKER_01'}, {'word': 'music.', 'start': 120.76, 'end': 121.16, 'score': 0.894, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
36,121.461,122.941,That was just old school RuneScape.,"[{'word': 'That', 'start': 121.461, 'end': 121.581, 'score': 0.486, 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': 121.621, 'end': 121.761, 'score': 0.69, 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': 121.821, 'end': 121.981, 'score': 0.969, 'speaker': 'SPEAKER_01'}, {'word': 'old', 'start': 122.001, 'end': 122.241, 'score': 0.506, 'speaker': 'SPEAKER_01'}, {'word': 'school', 'start': 122.281, 'end': 122.501, 'score': 0.155, 'speaker': 'SPEAKER_01'}, {'word': 'RuneScape.', 'start': 122.521, 'end': 122.941, 'score': 0.625, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
37,123.362,124.202,Yeah.,"[{'word': 'Yeah.', 'start': 123.362, 'end': 124.202, 'score': 0.502, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
38,124.442,126.043,True.,"[{'word': 'True.', 'start': 124.442, 'end': 126.043, 'score': 0.535, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
39,126.083,126.423,Good idea.,"[{'word': 'Good', 'start': 126.083, 'end': 126.223, 'score': 0.868, 'speaker': 'SPEAKER_00'}, {'word': 'idea.', 'start': 126.243, 'end': 126.423, 'score': 0.918, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
40,126.443,127.244,All right.,"[{'word': 'All', 'start': 126.443, 'end': 127.064, 'score': 0.312, 'speaker': 'SPEAKER_00'}, {'word': 'right.', 'start': 127.104, 'end': 127.244, 'score': 0.336, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
41,127.264,128.164,That's one for good idea.,"[{'word': ""That's"", 'start': 127.264, 'end': 127.424, 'score': 0.847, 'speaker': 'SPEAKER_00'}, {'word': 'one', 'start': 127.504, 'end': 127.604, 'score': 0.705, 'speaker': 'SPEAKER_00'}, {'word': 'for', 'start': 127.644, 'end': 127.724, 'score': 0.822, 'speaker': 'SPEAKER_00'}, {'word': 'good', 'start': 127.744, 'end': 127.884, 'score': 0.851, 'speaker': 'SPEAKER_00'}, {'word': 'idea.', 'start': 127.924, 'end': 128.164, 'score': 0.905, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
42,128.785,129.385,Andrew Marquez.,"[{'word': 'Andrew', 'start': 128.785, 'end': 129.045, 'score': 0.498, 'speaker': 'SPEAKER_00'}, {'word': 'Marquez.', 'start': 129.085, 'end': 129.385, 'score': 0.707, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
43,130.646,133.308,Just because I love it doesn't mean it's a good idea.,"[{'word': 'Just', 'start': 130.646, 'end': 130.786, 'score': 0.914, 'speaker': 'SPEAKER_02'}, {'word': 'because', 'start': 130.806, 'end': 131.006, 'score': 0.694, 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': 131.066, 'end': 131.146, 'score': 0.754, 'speaker': 'SPEAKER_02'}, {'word': 'love', 'start': 131.247, 'end': 131.467, 'score': 0.89, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 131.527, 'end': 131.607, 'score': 0.823, 'speaker': 'SPEAKER_02'}, {'word': ""doesn't"", 'start': 131.667, 'end': 131.907, 'score': 0.749, 'speaker': 'SPEAKER_02'}, {'word': 'mean', 'start': 131.927, 'end': 132.067, 'score': 0.821, 'speaker': 'SPEAKER_02'}, {'word': ""it's"", 'start': 132.107, 'end': 132.227, 'score': 0.832, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 132.267, 'end': 132.307, 'score': 0.284, 'speaker': 'SPEAKER_02'}, {'word': 'good', 'start': 132.327, 'end': 132.488, 'score': 0.711, 'speaker': 'SPEAKER_02'}, {'word': 'idea.', 'start': 132.508, 'end': 133.308, 'score': 0.48, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
44,133.348,135.03,That's where I wanna go.,"[{'word': ""That's"", 'start': 133.348, 'end': 133.669, 'score': 0.497, 'speaker': 'SPEAKER_01'}, {'word': 'where', 'start': 133.829, 'end': 134.029, 'score': 0.337, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 134.049, 'end': 134.449, 'score': 0.89, 'speaker': 'SPEAKER_01'}, {'word': 'wanna', 'start': 134.469, 'end': 134.769, 'score': 0.494, 'speaker': 'SPEAKER_01'}, {'word': 'go.', 'start': 134.81, 'end': 135.03, 'score': 0.764, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
45,135.07,137.171,"No, I think it does, because I think it's gonna sell a bunch.","[{'word': 'No,', 'start': 135.07, 'end': 135.15, 'score': 0.309, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 135.17, 'end': 135.23, 'score': 0.718, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 135.25, 'end': 135.39, 'score': 0.569, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 135.45, 'end': 135.53, 'score': 0.342, 'speaker': 'SPEAKER_01'}, {'word': 'does,', 'start': 135.55, 'end': 135.71, 'score': 0.793, 'speaker': 'SPEAKER_01'}, {'word': 'because', 'start': 135.75, 'end': 135.89, 'score': 0.157, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 135.93, 'end': 135.99, 'score': 0.65, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 136.011, 'end': 136.111, 'score': 0.984, 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': 136.131, 'end': 136.211, 'score': 0.424, 'speaker': 'SPEAKER_01'}, {'word': 'gonna', 'start': 136.251, 'end': 136.431, 'score': 0.195, 'speaker': 'SPEAKER_01'}, {'word': 'sell', 'start': 136.471, 'end': 136.691, 'score': 0.894, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 136.731, 'end': 136.791, 'score': 0.893, 'speaker': 'SPEAKER_01'}, {'word': 'bunch.', 'start': 136.831, 'end': 137.171, 'score': 0.897, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
46,137.592,142.176,"This is basically a special edition thing, and everyone always buys the special edition things.","[{'word': 'This', 'start': 137.592, 'end': 137.732, 'score': 0.811, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 137.772, 'end': 137.832, 'score': 0.773, 'speaker': 'SPEAKER_01'}, {'word': 'basically', 'start': 137.852, 'end': 138.232, 'score': 0.49, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 138.272, 'end': 138.312, 'score': 0.57, 'speaker': 'SPEAKER_01'}, {'word': 'special', 'start': 138.372, 'end': 138.793, 'score': 0.837, 'speaker': 'SPEAKER_01'}, {'word': 'edition', 'start': 138.833, 'end': 139.253, 'score': 0.83, 'speaker': 'SPEAKER_01'}, {'word': 'thing,', 'start': 139.313, 'end': 139.533, 'score': 0.905, 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': 139.593, 'end': 139.654, 'score': 0.954, 'speaker': 'SPEAKER_01'}, {'word': 'everyone', 'start': 139.694, 'end': 140.014, 'score': 0.852, 'speaker': 'SPEAKER_01'}, {'word': 'always', 'start': 140.154, 'end': 140.514, 'score': 0.676, 'speaker': 'SPEAKER_01'}, {'word': 'buys', 'start': 140.594, 'end': 140.875, 'score': 0.744, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 140.915, 'end': 141.015, 'score': 0.723, 'speaker': 'SPEAKER_01'}, {'word': 'special', 'start': 141.035, 'end': 141.355, 'score': 0.875, 'speaker': 'SPEAKER_01'}, {'word': 'edition', 'start': 141.395, 'end': 141.775, 'score': 0.9, 'speaker': 'SPEAKER_01'}, {'word': 'things.', 'start': 141.815, 'end': 142.176, 'score': 0.765, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
